,Pitcher,Team,Opponent,Expected K Rate,Expected Batters Faced,Prob 1+ K,Prob 2+ K,Prob 3+ K,Prob 4+ K,Prob 5+ K,Prob 6+ K,Prob 7+ K,Prob 8+ K,Prob 9+ K,Prob 10+ K,Prob 11+ K,Prob 12+ K
21,Michael King,San Diego Padres,Kansas City Royals,0.192,24.3,0.9939646892461772,0.9595941059701693,0.8658031922847919,0.7025964046288807,0.49927947424397456,0.3063006928616908,0.16129403792472058,0.07281540101402685,0.02820117308024486,0.009380858471643792,0.0026821024245145984,0.0006590574549655658
22,Bailey Ober,Minnesota Twins,Chicago Cubs,0.191,22.7,0.9924030920161495,0.9511035377039443,0.8437246964922108,0.666061522850979,0.4560959540022502,0.26750869761811963,0.13378318854573612,0.05702127294834197,0.020733821938664732,0.006438765480307035,0.0017084013431777603,0.000387026898260657
23,Colin Rea,Chicago Cubs,Minnesota Twins,0.196,18.7,0.9843156961004167,0.9114708179890189,0.7512120861439436,0.5292240649955806,0.31216911098384736,0.15299547804190974,0.06220755406761937,0.02099271873960818,0.005880612452670747,0.0013656374879314154,0.00026197694099513454,4.124483160787844e-05
24,Brady Singer,Cincinnati Reds,Colorado Rockies,0.141,21.3,0.9585201644699649,0.8159803660122079,0.5827334230813329,0.3410047731347897,0.16300458544688065,0.0639717537514258,0.020757427193409138,0.005604351647091603,0.0012650618315552186,0.00023941151151934595,3.801108503957461e-05,5.054651615612024e-06
25,Anthony Kay,Chicago White Sox,Toronto Blue Jays,0.14,21.5,0.9633451111663401,0.8325763185705806,0.6099159419886118,0.3692020213594557,0.18378724465861962,0.07554510474678015,0.025812229652151217,0.0073784226672694506,0.001773548921866211,0.0003597068959987271,6.165371216720345e-05,8.926859007818431e-06
26,Merrill Kelly,Arizona Diamondbacks,St. Louis Cardinals,0.125,24.0,0.9594310962362776,0.8203377119035156,0.5918271519282634,0.35243513671609444,0.1728911253069677,0.0702945473588953,0.023881809715719685,0.006832232622308236,0.0016564681475226175,0.00034198828091039704,6.031402377920698e-05,9.100522482626967e-06
27,Cade Cavalli,Washington Nationals,Athletics,0.14,19.0,0.943492868341696,0.7682054395241,0.5106402379962035,0.27234862297719764,0.11672960908723459,0.04050805126357924,0.01147126733075815,0.002667111269494614,0.0005109914177566053,8.074527954131104e-05,1.0501012077589546e-05,1.11773330692545e-06
28,Michael McGreevy,St. Louis Cardinals,Arizona Diamondbacks,0.115,20.3,0.9126468649329077,0.6861757740182239,0.4072808194658819,0.19036252148072685,0.07085660731297938,0.021283783658210063,0.00521851673305334,0.0010534475302349294,0.00017608341575234772,2.4440235471407682e-05,2.817041246162524e-06,2.6885337450063674e-07
29,Spencer Miles,Toronto Blue Jays,Chicago White Sox,0.2,8.3,0.83222784,0.4966835200000002,0.20308224000000008,0.05628160000000002,0.010406400000000005,0.0012313600000000006,8.448000000000004e-05,2.5600000000000013e-06,0.0,0.0,0.0,0.0
30,Mason Englert,Tampa Bay Rays,Boston Red Sox,0.135,7.4,0.638059001826522,0.24218603507428033,0.05662058190916697,0.008296245147418706,0.0007455675283955413,3.769150161211951e-05,8.229585504829589e-07,0.0,0.0,0.0,0.0,0.0
